,Unnamed: 0,No.,Comment,Label
6189,6189,6190,sân_khấu đẹp,0
1920,1920,1921,heo nướng tôm roif:)),0
6812,6812,6813,drama vãi lồn,1
3662,3662,3663,hs -44,0
5250,5250,5251,lợi rừng đầu trận? cook?,0
2160,2160,2161,mấy h bắn nx v,0
5203,5203,5204,sủa đĩ mẹ mày,2
2414,2414,2415,red ngắm,0
6420,6420,6421,mikyx g2:)),0
5015,5015,5016,bá dần,1
2922,2922,2923,adu chê,1
1871,1871,1872,giải việt nam bắn vui fhui,0
3708,3708,3709,khán_giả =),0
6648,6648,6649,mid bắn đau,0
495,495,496,1 1 vụ hít nổi:),0
2533,2533,2534,thái dẫn_đầu bảng xếp_hạng s kì v ta,0
7494,7494,7495,gam đổi thành g may_mắn nha anh em,0
2912,2912,2913,90kg,0
814,814,815,round 11:)),0
1044,1044,1045,hin 😞,0
256,256,257,easy vãi lồn,1
276,276,277,buscu đi anh_hiếu,2
5999,5999,6000,sứ_giả,0
1167,1167,1168,,0
4563,4563,4564,anh em,0
6666,6666,6667,mia vãi lồn,2
7952,7952,7953,thanh_niên đi rừng gà thế_giới bộ_môn liên minh huyền thoại,0
3698,3698,3699,keeper bóp dái:))),1
5259,5259,5260,đụ_mẹ rmk a`,1
5796,5796,5797,,0
4033,4033,4034,ngài nhảy,0
4100,4100,4101,bất_lực vãi lồn =)),1
2261,2261,2262,nghỉ đê,0
7609,7609,7610,câu câu,0
7861,7861,7862,out trừ 5,0
866,866,867,champi kinh đéi,0
1741,1741,1742,ea_bay,0
3050,3050,3051,chạc đầu,0
1998,1998,1999,jiro múa lạ lắm,0
5234,5234,5235,bin báo,0
6914,6914,6915,cầu_nguyện đi b =))),0
2940,2940,2941,vô_địch hôm_nay xứng_đáng,0
6904,6904,6905,toàn bơm đểu thế_này =)),0
2578,2578,2579,", toxic",0
1672,1672,1673,đấu rank,0
6140,6140,6141,mid spel,0
3866,3866,3867,max dmg ngài,0
6389,6389,6390,tao mid,0
1842,1842,1843,fw đỉnh nè,0
576,576,577,việt nam game định_kiến vãi lồn,1
6308,6308,6309,25 lính,0
1508,1508,1509,chào nội m,2
3377,3377,3378,", slark",0
1416,1416,1417,bloody logo eareba,0
611,611,612,"mai nip drx, zeta fnatoac",0
7953,7953,7954,wukong gáng team?: d,0
2558,2558,2559,thầy rô cố,0
6624,6624,6625,tí văng,0
2776,2776,2777,ytytyt2 đội đội thua nhánh fl,0
6895,6895,6896,dụ đấy =)),0
4305,4305,4306,mời bố simple bắn =)),0
1251,1251,1252,7 tạ đánh,2
2844,2844,2845,13 'ngài ult đỡ ngứa,0
7645,7645,7646,pick sylas kia pick swain mp nha anh_em,0
7741,7741,7742,anh em,0
7325,7325,7326,ngáo giáo_án sion,1
4660,4660,4661,trận,0
915,915,916,clip ireking súc miệng đi_lộc,0
7152,7152,7153,đi đua xe,0
7632,7632,7633,"am nhả 2 ván câu view vcs, se ngỡ, đánh se viewing party nốt ván 5 xong chốt cửa ăn_mừng gam cay",0
5498,5498,5499,chiến ác,0
3097,3097,3098,bữa 25,0
7891,7891,7892,nhả 1 trận xong 2 trận nhả tiếp ha,0
948,948,949,trầy,0
4017,4017,4018,ngài crit2 awesome,0
291,291,292,xạo choá quá_anh,1
7451,7451,7452,gam,0
507,507,508,lập hiệp_hội thể_thao điệ tử hope lập for fun,0
1422,1422,1423,blv anh em chửi,0
35,35,36,inđô phi lợn,2
3122,3122,3123,cắm sentry ngài awesome,0
2917,2917,2918,jebait,0
3657,3657,3658,hốp hốp awesome,0
2173,2173,2174,mấy thằng trẩu,2
6096,6096,6097,bomemay mày sủa,2
2204,2204,2205,mid đá liều,2
1620,1620,1621,con_nít heavy concac,1
6031,6031,6032,rồng đi,0
7527,7527,7528,kênh chat trẩu:)),2
347,347,348,braveaf bắn cực,0
4314,4314,4315,bảo đi lane yếu thở oxi thế_này awesome,0
4680,4680,4681,vãi cả lồn huỷ kiểu:)),1
6826,6826,6827,mãi anh_em:)))),0
714,714,715,nãy scream 850 tiền round tiền buy,0
5112,5112,5113,lag,0
7781,7781,7782,quy_luật chiến_thắng xác_định,0
6975,6975,6976,nhạc xôi tí,0
4696,4696,4697,vãi lồn pro tracker awesome,1
7991,7991,7992,choke,0
8091,8091,8092,,0
1263,1263,1264,admin cặc,2
6976,6976,6977,đéo dao,0
6038,6038,6039,tự_ái,0
3830,3830,3831,mẹ pango đẩy chí_mạng,0
1488,1488,1489,cầm súng đạn bay đầu magaming,0
7932,7932,7933,thua geng,0
1874,1874,1875,giao_tranh 4 3 lùi chạy,0
3917,3917,3918,"moá, nít,... hợp_lý lắm",1
6026,6026,6027,gank đi mày,0
6562,6562,6563,mày unti admin,0
7997,7997,7998,on ngơ,0
5233,5233,5234,team ngon,0
2732,2732,2733,vòng bảng?,0
4534,4534,4535,tí ỉa,1
681,681,682,kì_thị? kì_thị,0
4859,4859,4860,mẹ áo dfm kìa,1
8047,8047,8048,oner hôm nay tệ,0
2914,2914,2915,hổ?,0
8012,8012,8013,anti fan cay,0
6555,6555,6556,robo trái cấy,0
4746,4746,4747,win nổi đéo,1
2626,2626,2627,trận bồn lình pick airi ok)))),2
3603,3603,3604,haki quan_sát,0
1562,1562,1563,code,0
4372,4372,4373,slark sup xanh,0
1606,1606,1607,wag anh em,0
5849,5849,5850,,0
6123,6123,6124,fam đóng_băng,0
1855,1855,1856,game đie,0
4588,4588,4589,trò_hề mid,0
8087,8087,8088,tê_liệt. cay,0
6379,6379,6380,mid làm_thịt,0
2415,2415,2416,red tâm_lý ròi,0
5088,5088,5089,đánh mid bot,0
5163,5163,5164,top đánh kinh,0
5984,5984,5985,bo rthieu admin,0
1008,1008,1009,nhầm banner btc,0
3643,3643,3644,hổ awesome,0
6931,6931,6932,bài_học đừng,0
6128,6128,6129,1s,0
3764,3764,3765,lao đầu silent,0
913,913,914,chừng khơi v chồng,0
323,323,324,troll:))),0
3414,3414,3415,đkm hôm_nay vy nhận_lời ngài awesome,1
6782,6782,6783,ra_rìa,0
3630,3630,3631,mân mỏng vãi lồn,1
2853,2853,2854,1xbet jbo,0
3614,3614,3615,hater bữa_nay pressing ngài ác zay nô_lệ sấy awesome,0
3837,3837,3838,magnus,0
367,367,368,covid xd,0
5578,5578,5579,ok,0
4925,4925,4926,admin hai mạng đầu bót khổ vãi cặc,1
6835,6835,6836,win chị_gái:)),0
8068,8068,8069,bữa đánh 4 tank win chả dame,0
7962,7962,7963,"wukong, gumngusi",0
4406,4406,4407,suỵt,0
2136,2136,2137,mailk kiếm cung chỉ_số phụ xuyên giáp,0
5247,5247,5248,d m xanh mid,1
4261,4261,4262,roshan team ngài,0
5425,5425,5426,3 ron,0
4333,4333,4334,showmatch mọi người,0
7770,7770,7771,chúc_mừng gam 1 ván danh_dự,0
510,510,511,hiệp_hội đấy lập,0
5307,5307,5308,ác,0
7900,7900,7901,cặc mid 1 mắt,1
1821,1821,1822,flo chiu cuôis,0
6082,6082,6083,nice,0
1203,1203,1204,"@ jia bê bâng cướp rồng,, bắt chủ_lực, câu chiêu, farm đè vàng?",0
4072,4072,4073,"ngon, gánh awesome",0
6800,6800,6801,khiếp,0
5244,5244,5245,d m gank mid mạng,1
3102,3102,3103,butter crit 2,0
3095,3095,3096,bú 1 agi,1
3729,3729,3730,kịch_bản cũ,0
7471,7471,7472,thi?,0
4417,4417,4418,tạm_biệt suyễn ca,0
3853,3853,3854,massage 30,0
7985,7985,7986,chung_kết nhánh thắng blv chán,0
1657,1657,1658,đánh chậm,0
6390,6390,6391,phụ bot,0
667,667,668,hshs,0
6678,6678,6679,xàm lồn,1
7620,7620,7621,chovy béo. vãi cặc,2
4877,4877,4878,"vãi lồn, bot 5? chiến_thuật phá",1
619,619,620,yeb,0
2281,2281,2282,nhạc,0
2721,2721,2722,vãi lồn out 1k3 tiền,1
7225,7225,7226,fiora chặn,0
4765,4765,4766,chết awesome,0
2429,2429,2430,rules hack,0
6509,6509,6510,bá điền ngậm mồm,2
2468,2468,2469,se funky manh hơi,0
474,474,475,g xia bắn,0
4730,4730,4731,online stream + - mr awesome,0
4932,4932,4933,cười đểu,0
6986,6986,6987,nãy h dao anh em?,0
4083,4083,4084,nhạc vãi lồn,1
262,262,263,non vãi cả lồn,1
4162,4162,4163,od hút máu,0
7007,7007,7008,1 tiếng chả mẹ,1
1788,1788,1789,"fl bug bọn mày, bug phong_độ, bọn dìm bâng",0
3262,3262,3263,vy say yes,0
1984,1984,1985,"igi, cấu máu, tiền giao_tranh",0
3981,3981,3982,ngài đồ_mát daedalus,0
4966,4966,4967,buồn_ngủ bá đần,2
2030,2030,2031,toxic,0
7707,7707,7708,đỡ đau_đầu,0
2775,2775,2776,ytytbikertopia thua nhánh fl căng,0
8019,8019,8020,đẹp ác,0
3714,3714,3715,đánh,0
863,863,864,nivera chết jam cầm op nha:)),0
6649,6649,6650,vãi lồn mấy g2:)),2
328,328,329,3 mid,0
7644,7644,7645,fan gam se win. ces đánh tệ vãi lồn. chung_kết vui,0
2431,2431,2432,ryo ulti bọ cứu,0
6125,6125,6126,tướng poke tao,0
3547,3547,3548,gap toi la am toi choi kho mau roi,0
1611,1611,1612,1 trận nx mọi người???,0
5204,5204,5205,toàn bắn chân 🤦‍♂,0
2354,2354,2355,out trình nhẹ nhẹ,0
7940,7940,7941,fl tham,0
6030,6030,6031,mày sứ_giả,0
2985,2985,2986,"sb ngửi mùi thơm đầu, ngài lì awesome",0
6312,6312,6313,jaja,0
1220,1220,1221,1 tỷ tài_trợ đớp mẹ 600 củ,0
4047,4047,4048,ngài cỏ lò_xo 1 bậc awesome,0
5785,5785,5786,ez đánh đi,0
260,260,261,kick vãi lồn out,1
7572,7572,7573,thằng elk game,0
3401,3401,3402,dí dô,0
1808,1808,1809,fl vgm chừng đánh,0
7837,7837,7838,đ cm giải ao làng,1
5458,5458,5459,đánh tấu hài,0
2759,2759,2760,xíu cos nha mọi người,0
7130,7130,7131,lát chẳng hiểu sao skin đi,0
5139,5139,5140,kĩ năgn,0
4865,4865,4866,hlv văn_phòng,0
1625,1625,1626,cộng_đồng frefire vietnam hq,0
5801,5801,5802,sett kém,0
2233,2233,2234,né chiêu 2 kêu ngáo,0
1387,1387,1388,bét bảng lun: ((,0
4850,4850,4851,gam găp blg. blg nắc gam thở oxy,0
6206,6206,6207,def tao,0
7295,7295,7296,đồ sát lực mấy sát_thủ khoẻ ác,0
6425,6425,6426,ngu chó,1
1605,1605,1606,cỗ vũ bot,0
3491,3491,3492,farm agi géc,0
1066,1066,1067,zun hôm nay im,0
8092,8092,8093,t2 cay,0
2799,2799,2800,"""ngẫu_nhiên""",0
6201,6201,6202,gank top đi,0
3141,3141,3142,cast??,0
4384,4384,4385,sốc thiệt,0
226,226,227,"paper rex bắn đi dạo vkl, hồi kêu bắn chiến_thuật, chui",1
6091,6091,6092,anh_em đài đánh ác,0
3587,3587,3588,gọi tiên_nhân cóc awesome,0
954,954,955,background ome lok,0
1767,1767,1768,fan bình kiến_thức tí đi mất_mặt chủ qđ,0
3699,3699,3700,kênh chat coach cỡ,0
7452,7452,7453,gam thua gam đội đỡ đạn hộ mãi nhở,2
4640,4640,4641,vac s0mple,0
7117,7117,7118,phỏng_vấn chovy béo v anh em =)))),2
7140,7140,7141,tao bắt sp,0
5314,5314,5315,cầm yone kèo nasus,0
1512,1512,1513,bít ipad đỉnh cực,0
7395,7395,7396,heal đòi đánh atrox,0
1198,1198,1199,đẹp_giai vãi lồn,1
1107,1107,1108,vãi lồn,1
3826,3826,3827,đéo damg,0
688,688,689,"nhầm, vandal",0
3161,3161,3162,chán,0
2077,2077,2078,kiếm điện clear lính,0
6048,6048,6049,mid chi,0
6631,6631,6632,mấy thằng bay gà rau,2
2084,2084,2085,lili nát anh em,2
1162,1162,1163,bật hang xà spike:)),0
2067,2067,2068,lẩu thái nguội,0
7220,7220,7221,trận thua vui,0
6752,6752,6753,ngu jax,2
5751,5751,5752,hard gae,0
2391,2391,2392,quẩy,0
7505,7505,7506,:))) gam im_re v,0
2550,2550,2551,thằng vietnam ta rùi gáy kìa,0
6191,6191,6192,flash đánh,0
2784,2784,2785,- lương kỹ_thuật_viên,0
4444,4444,4445,team con cặc hater ngu học,2
1766,1766,1767,"fake đấy, gấu wag bắn",0
5533,5533,5534,chạy chậm,0
331,331,332,stack 5thằng:),0
156,156,157,trẩu tre nhu v zeros,2
5433,5433,5434,team khoẻ phụ_thuộc ys,0
2647,2647,2648,"tụi first raiders bắn hùm, beo mãn nhãn thiệt",0
7923,7923,7924,hoàng luân thic out đi chat?,0
1513,1513,1514,thái việt nam chẳng hiểu sao skin,0
6742,6742,6743,t t cay,0
1654,1654,1655,dân nhập_cư?,0
5606,5606,5607,đéo giúp,1
4183,4183,4184,overtime la dep,0
4138,4138,4139,đi off yếu vãi lồn,2
163,163,164,mạng như cặc mà_còn như thế nào hơi bắn,1
1988,1988,1989,im_lặng đi,0
5725,5725,5726,,0
2365,2365,2366,"pe giao_tranh xong, evos bay.",0
5,5,6,căng vãi đái,1
1817,1817,1818,flo đánh lông lon,2
1280,1280,1281,anh em bâng đồ kìa:)))),0
1886,1886,1887,hago anh em,0
6311,6311,6312,out trình vãi lồn trời,1
6023,6023,6024,tao đẩy,0
21,21,22,mấy thằng bắn toàn tù: v,2
4848,4848,4849,sủa đội all sủa,0
7178,7178,7179,điêu đấy. đảo liên_tục tốc_độ đổi,0
775,775,776,nivera awper,0
2829,2829,2830,10h bắn,0
607,607,608,mai drx nip: v,0
7377,7377,7378,dang danh rank gi vay snake,0
5087,5087,5088,ping lắm,0
1022,1022,1023,2-1 lets go!,0
6453,6453,6454,g2 đánh chán,2
1582,1582,1583,cố pe,0
7664,7664,7665,se ác vãi lồn toàn se hy_vọng,2
1372,1372,1373,bang ff,0
6097,6097,6098,game sủa mùa,1
2465,2465,2466,sbtc,0
5017,5017,5018,phô_mai hài ác,0
2918,2918,2919,keny ngợp,0
4431,4431,4432,team công_thủ toàn_diện vãi cả lồn,1
6929,6929,6930,bet =))),0
6698,6698,6699,mày lồn,2
4309,4309,4310,leader board báo ame rank 166 awesome,0
7575,7575,7576,g đánh v gam thua,0
3776,3776,3777,eyes bom đấy bro =)),0
661,661,662,check máy roif,0
964,964,965,tranh bình_thường (mua),0
2765,2765,2766,rước đi,0
4374,4374,4375,"slow hand slow hand, anh em awesome",0
2008,2008,2009,kẻ mỏng chồng yêu,0
5414,5414,5415,on? admin:),0
2871,2871,2872,200 máu,0
6068,6068,6069,mấy dồn lẻ vãi lồn đánh,1
7078,7078,7079,"mbe xứng top 1, tóp tứ đáy đếm",0
178,178,179,tâm nhình đau mắt vãi cả lồn,1
3191,3191,3192,"bọn coi 2 rax tnc, bài_học đời con mẹ nó luôn",1
3259,3259,3260,vy nhắn kìa,0
266,266,267,admin ngu,2
4703,4703,4704,vãi lồn lửa =))),1
5519,5519,5520,nốt iteam,0
7439,7439,7440,cấm viego ta,0
5302,5302,5303,mày tao,0
7447,7447,7448,việt_nam đánh anh em,0
7965,7965,7966,chấp mạng đầu 3-0 mọi người:)))),0
7147,7147,7148,nét,0
6977,6977,6978,spam,0
2656,2656,2657,lineup fnc đổi mọi người?,0
2646,2646,2647,tụi ea_nó xui đụng fr,0
6109,6109,6110,né,0
7316,7316,7317,ao bờ nhây:))),0
922,922,923,ghe,0
7627,7627,7628,"ngài pyos.. nhầm mark đoán gam, blg đội bảng; ngài 23: ((",0
59,59,60,ca_ve,2
7601,7601,7602,quảng_cáo chuột,0
2783,2783,2784,chồng shox đẹp_trai vãi cặc,0
4343,4343,4344,shox try hard,0
1991,1991,1992,hôm_qua mấy vấn đầu fl vx chiến,0
4399,4399,4400,styko hải_phòng:)),0
4383,4383,4384,sốc nhiệt? awesome,0
3394,3394,3395,đẹp_trai vãi lồn,1
3341,3341,3342,damage giết,0
4022,4022,4023,ngài bkb burn mẹ mana h,1
3160,3160,3161,chậm vãi lồn,1
5768,5768,5769,đụ_mẹ lắm đàn_bà,1
6027,6027,6028,đánh đấy farm,0
520,520,521,vct master thú_vị mấy nga ngố 🐧,0
1644,1644,1645,đ gà bọn toàn kĩ_năng đè 1 vét 4 mẹ điên đội,2
4038,4038,4039,ngài rank,0
7702,7702,7703,keria dí delight hụt,0
5616,5616,5617,mấy chữ tiếng việt viết,0
1837,1837,1838,fr clear farang vm,0
2789,2789,2790,: awesome l:,0
1573,1573,1574,cố hq,0
5765,5765,5766,m bawbn trụ dndash then ngu,2
7250,7250,7251,t lò_dò đi hang đường cứu blg,2
4795,4795,4796,se đánh đánh cái lồn,1
7840,7840,7841,out trình,0
7157,7157,7158,chạy thẳng đâu_anh,0
2054,2054,2055,thể_lực,0
6143,6143,6144,sân_khấu đỉnh,0
6551,6551,6552,đánh rồng,0
5890,5890,5891,chết qweo,0
7124,7124,7125,dung nhu phim luon,0
2053,2053,2054,lai bánh đánh bọ,0
4499,4499,4500,rank 10k đánh,0
25,25,26,"chả, việt nam lương bèo vãi cả lồn",2
3013,3013,3014,bắn awp đầu chết,0
3392,3392,3393,deo boman chửi kenys anh em,1
5490,5490,5491,tập,0
1993,1993,1994,jiro cướp chim,0
6519,6519,6520,skill toàn trúng,0
5135,5135,5136,sợ bắn nổi,0
6110,6110,6111,giày xuyên phép đi luc,0
8025,8025,8026,"giao_tranh huỷ con_mẹ diệt, anti bất_lực",0
8028,8028,8029,game 1 coi,0
219,219,220,push kinh vãi lồn,1
7640,7640,7641,?? đánh??,0
1292,1292,1293,thành_long mai xe tông,2
3972,3972,3973,ngài,0
4803,4803,4804,rug ngu ác,2
4338,4338,4339,shox áo titan chiến awesome sitcker giá,0
6709,6709,6710,bóp tao,0
5496,5496,5497,ping như thế nào,0
3734,3734,3735,kiss cam =))),0
5280,5280,5281,địt con_mẹ kéo,1
2518,2518,2519,"team flash kof, vô_địch đtst 2019 vé world series brazil. lối đồng_đội chiến_thuật rõ_ràng flash.",0
316,316,317,tuột quần đi anh_hiếu,2
6521,6521,6522,nautilus mid?,0
7859,7859,7860,may_mà pick wukong gõ tầm cứu lắm,0
5991,5991,5992,đi,0
7801,7801,7802,ngộ hoài,0
1425,1425,1426,bnj múa tiếp,0
6593,6593,6594,game,0
4097,4097,4098,nhảy cái lồn,1
4554,4554,4555,tip awesome,0
7223,7223,7224,nguyen lai ga,0
5067,5067,5068,lắm mõm,1
1184,1184,1185,đẩy,0
6916,6916,6917,nhảm,1
7344,7344,7345,đánh cẩn_thận tim lày toang,0
1087,1087,1088,rô 10 phút xong thua,0
4721,4721,4722,mid,0
3177,3177,3178,chém vô máu,0
6496,6496,6497,đánh vãi cặc,1
4532,4532,4533,tí mẹ bế m viện,0
2081,2081,2082,mướn cave vô mc,2
1906,1906,1907,hè bắn bắn,2
1212,1212,1213,1 đổi 2,0
5008,5008,5009,cọn bọ_ngựa chiến vãi,0
7844,7844,7845,địt con_mẹ giải ao làng,1
6805,6805,6806,se ngu cay hahaha,2
7546,7546,7547,gam nhập bi li,0
7658,7658,7659,"sylas cướp bliz ngon, mọi người",0
3732,3732,3733,kiếm bướm xong linken chuẩn,0
5875,5875,5876,tao,0
4545,4545,4546,tilted,0
3539,3539,3540,game xong,0
5888,5888,5889,đánh,0
4794,4794,4795,lesin óc gáy,2
1652,1652,1653,đại_diện châu_âu cug,0
31,31,32,to vãi lồn,1
768,768,769,scream,0
4491,4491,4492,đồ ngài awesome,0
4246,4246,4247,rank xanh aim win,0
6215,6215,6216,tao kéo bot 3r,0
4410,4410,4411,t tht đấy t đau bụng vãi lồn,1
7972,7972,7973,keria né ác,0
1610,1610,1611,1 màn,0
5907,5907,5908,nha,0
6018,6018,6019,3 đấm,0
4026,4026,4027,ngài lôi tủ awesome,0
2513,2513,2514,tế hq,0
500,500,501,fnatoác braveaf thọt hẳn,0
4362,4362,4363,skady nhieu mana am s,0
3433,3433,3434,dp cháy vãi lồn,1
731,731,732,3 slot 10 như cặc việt nam =)),0
2878,2878,2879,22 phút net 8k1,0
7673,7673,7674,ngài đ nhường người ta đi,0
7508,7508,7509,se rung đùi,0
4123,4123,4124,đánh ỉa_chảy,1
4368,4368,4369,slark đồ damage đồ???,0
228,228,229,@ nghia pham vãi lồn,1
1558,1558,1559,bom keo,0
3633,3633,3634,mẹ hơi,1
2316,2316,2317,vãi lồn,1
771,771,772,scream angle,0
5071,5071,5072,feed bố gánh,0
3020,3020,3021,bắn lưng lắm,0
7662,7662,7663,admin noi nhieu vãi lồn,2
6248,6248,6249,rồng,0
6737,6737,6738,elo tao,0
7666,7666,7667,việt_nam 1 vé đi msi,0
6051,6051,6052,2 thằng bot,0
3965,3965,3966,ngài cơm afk cơm đi stream tiếp nè,0
209,209,210,lọc fan vãi cả lồn:)),1
6032,6032,6033,bot win,0
1934,1934,1935,hi,0
5940,5940,5941,lừa tui,0
7486,7486,7487,c9 blg ngang kèo phết =))),0
8040,8040,8041,anti 1 game gáy mùa =)))))))),1
2800,2800,2801,""""" - simple ôm kenys",0
708,708,709,t ngủ,0
1935,1935,1936,hime pressing kinh_khủng,0
635,635,636,jampi quen,0
240,240,241,troll vãi lồn,1
3422,3422,3423,đợi chim =)),0
6442,6442,6443,óc lồn,1
7243,7243,7244,bổ đái =))),1
5845,5845,5846,,0
944,944,945,??? m diễn,0
7569,7569,7570,gam cook,0
5493,5493,5494,né kill,0
3410,3410,3411,diễn over mặt đấy,0
1440,1440,1441,bồn lình mai leo,2
6522,6522,6523,né cặc,1
1643,1643,1644,cút cút việt nam thể_hiện,0
7011,7011,7012,t tiên_tri 23:36 dao,0
572,572,573,"cerberus lương việt_nam, sin, indo 13 =))",0
7497,7497,7498,"nhánh thua, chồng 2 hàn 2_trung",0
4307,4307,4308,simple anh em,0
5776,5776,5777,lắm mim,0
4595,4595,4596,"trung binh giong phap """,0
2615,2615,2616,tôm mẹ,0
2544,2544,2545,thằng thằng?,0
2821,2821,2822,1 mạng chó đổi 3 mạng,2
1004,1004,1005,kèo nắm_đấm,0
7266,7266,7267,vô lux lốc lốc liền,0
6378,6378,6379,tao,0
5702,5702,5703,t rừng t danh trung phat vao mà_còn tk zed,0
7071,7071,7072,đỉnh chóp,0
4629,4629,4630,ulti nửa s,0
1545,1545,1546,chung_kết,0
658,658,659,teamview máy jampi:)),0
7646,7646,7647,ari đéo đánh?,1
2715,2715,2716,việt_nam trẻ trâu hơi,0
6598,6598,6599,,0
268,268,269,jz híu,0
5621,5621,5622,top chậm,0
6878,6878,6879,tài khéo,0
2701,2701,2702,vãi cả lồn ari caesar anh em khen,0
227,227,228,vãi lồn,1
7659,7659,7660,se ces đánh mấy gam vô khóc miết,0
5896,5896,5897,blitz phép,0
930,930,931,yoguth kìa,0
6618,6618,6619,luci canh 3r,0
2086,2086,2087,sgp đi,0
7252,7252,7253,ngựa đi,0
4984,4984,4985,bl nghỉ đi,2
3801,3801,3802,lò_xo awesome,0
7438,7438,7439,phản_xạ ác,0
2206,2206,2207,mid trình???,0
3385,3385,3386,def chi,0
4840,4840,4841,h câm,0
5119,5119,5120,tao mong_manh lắm,0
150,150,151,cái lồn má,1
2418,2418,2419,richa nhập_tịch maroc 🤣,0
6561,6561,6562,mẹ bot xanh,2
4704,4704,4705,vãi lồn stack,1
896,896,897,rap lộc,0
6459,6459,6460,apo,0
5474,5474,5475,choáng sp,0
897,897,898,khứa dạo đẹp tar,0
5718,5718,5719,tru rừng,0
2100,2100,2101,ly đen lắm,2
5814,5814,5815,mày đi top ok,0
6595,6595,6596,vãi lồn b pick team đỉnh,1
2450,2450,2451,v tr,0
1640,1640,1641,game,0
8004,8004,8005,đánh khép vòng rừng cover guma đẩy ngon,0
3471,3471,3472,đéo farm,0
1366,1366,1367,bâng tạ vãi lồn đi chửi jiro:)) lạ,1
3194,3194,3195,chọc chết shox =)),0
3070,3070,3071,bố 600 k$,0
4287,4287,4288,s1mple chai an v,0
6617,6617,6618,thua con cặc lợi_thế đòi đẩy lẻ?,1
7296,7296,7297,azai nhin,0
1772,1772,1773,fan quyền kiểm_soát,0
417,417,418,guard chả optic,0
4772,4772,4773,xong quy awesome,0
3430,3430,3431,dota chiến pink con cặc bkb,1
5389,5389,5390,1 do`,0
4037,4037,4038,ngài phế,0
1875,1875,1876,giao thua đỗ thừa vòng bo,0
825,825,826,rửa mặt đánh anh em:))),0
5985,5985,5986,chạy,0
5788,5788,5789,chó phí cứt,1
7281,7281,7282,50tiếng oải vãi lồn,1
164,164,165,vãi lồn fancy 5 duelist,1
6915,6915,6916,kéo_co,0
6834,6834,6835,game thui,0
5105,5105,5106,sợ,0
1459,1459,1460,bro lật kèo đi,0
7978,7978,7979,oner bố,0
6239,6239,6240,kêu,0
7839,7839,7840,mid rừng dungd kieu out me trình,0
8005,8005,8006,zeus ác,0
7855,7855,7856,tg bao mùa sợi dây kinh_nghiệm rút đứt mẹ gà vãi lồn,1
1474,1474,1475,bye fl bye bye pe,0
7543,7543,7544,đấng thua,0
7939,7939,7940,huỷ,0
3687,3687,3688,jugenaunt:))),0
864,864,865,top vô_dụng: op jampi chamber dapr 🐧,0
5255,5255,5256,gam đánh nha,0
678,678,679,cay,0
1325,1325,1326,lyly đòi nhạn xét sgp,2
1979,1979,1980,hq xoá game đi đừng tham_gia trận nx,0
7428,7428,7429,tí ban toi,0
6539,6539,6540,ẳng,1
2251,2251,2252,ngắm vãi lồn,1
1045,1045,1046,,0
6806,6806,6807,thằng thể_hiện dạy game?,0
3140,3140,3141,carry ngan empower moi ngon,0
7733,7733,7734,đọc,0
3770,3770,3771,bướm đánh skadi am ulti đẫm =))),0
5390,5390,5391,g bớt chết nhảm đi lợi_thế,0
6907,6907,6908,mé,0
871,871,872,dapr thằng team streamer:)),0
2755,2755,2756,xin_lỗi anh em tui highlingt thông_tin hạn_hẹp lắm,0
3713,3713,3714,khổ timber đứng cạnh mana bomb vãi lồn awesome,1
7222,7222,7223,gươm suy_vong xiên mực thốn lắm,0
1794,1794,1795,fl đợi sgp chung_kết tổng,0
5010,5010,5011,thôi_thì thực_lực buồn thực_lực buồn se,0
1655,1655,1656,phê đá,1
7587,7587,7588,thua,0
1827,1827,1828,"flo tinh hệ, vãi",1
2130,2130,2131,mãi bại,0
2186,2186,2187,mc xinh trời,0
4833,4833,4834,nhân_viên đội_ngũ họp phá game,0
7150,7150,7151,lộc phát lộc phát,0
190,190,191,đcm tiên_tri,1
5540,5540,5541,why,0
1517,1517,1518,chiêu hòi kịp né,0
4528,4528,4529,thường_dân dota csgo,0
3484,3484,3485,fan bòi bia,0
7838,7838,7839,admin gam win lane:))),0
7016,7016,7017,dnt zạy vãi lồn 1tr kệ đi,1
5526,5526,5527,,0
13,13,14,fpx tiếc vãi lồn,1
6103,6103,6104,nhầm mõm súc_vật sủa lắm,1
5703,5703,5704,trúng lee,0
5728,5728,5729,đánh,0
6505,6505,6506,admin gà vãi lồn,2
6365,6365,6366,riot xúi kindred pr skin,0
6738,6738,6739,mic,0
2584,2584,2585,tiến bro thời_sự tập đi,0
5167,5167,5168,nidale,0
5642,5642,5643,đẩy thằng top ngu,2
203,203,204,phantom rgx bắn lạ_lẫm vãi cả lồn toàn mồm =)),1
5542,5542,5543,,0
2980,2980,2981,boom,0
649,649,650,"3 round ulti 2 lan`, vãi cả lồn",1
891,891,892,thư_sinh v,0
6305,6305,6306,"thằng bình_luận ngu vãi lồn, đéo bình_luận, mũ tử_thần",2
1345,1345,1346,bắn khen khen bắn gãy chửi:)?,0
1845,1845,1846,fw top1,0
3351,3351,3352,đánh kém giời con cặc,1
3521,3521,3522,g2 cook,0
2507,2507,2508,tao fan trần bình,0
4099,4099,4100,actor,0
7943,7943,7944,đần đ,1
998,998,999,gét gô ego,0
371,371,372,retake kiểu toang,0
8084,8084,8085,tạch:)))),0
